time	Ix(U1:TE)/V(vin)
2.636081615996207e-01	4.448689e-04
2.640000000000000e-01	0.000000e+00
2.720000000000000e-01	0.000000e+00
2.720097575953956e-01	4.043346e-07
2.720292727861870e-01	1.923345e-06
2.720609696184172e-01	1.165214e-05
2.721000000000000e-01	2.601243e-05
2.731000000000000e-01	2.601213e-05
2.731100000000000e-01	1.883851e-05
2.731300000000000e-01	9.812791e-06
2.731600000000000e-01	3.821000e-06
2.732000000000000e-01	0.000000e+00
2.740000000000000e-01	0.000000e+00
2.740292000000000e-01	1.987452e-07
2.740876000000000e-01	8.225328e-07
2.742044000000001e-01	1.814506e-05
2.744380000000003e-01	8.694397e-05
2.745327999999997e-01	3.134692e-04
2.747223999999986e-01	3.739180e-03
2.750000000000000e-01	1.140476e-02
2.764285714285715e-01	1.140468e-02
2.778571428571429e-01	1.140461e-02
2.792857142857143e-01	1.140454e-02
2.807142857142857e-01	1.140447e-02
2.821428571428572e-01	1.140440e-02
2.835714285714286e-01	1.140433e-02
2.850000000000000e-01	1.140427e-02
2.851000000000000e-01	6.816432e-03
2.853000000000000e-01	2.328750e-03
2.856000000000000e-01	4.216402e-04
2.860000000000000e-01	0.000000e+00
2.940000000000000e-01	0.000000e+00
2.940100000000000e-01	4.200634e-07
2.940300000000001e-01	1.868545e-06
2.940600000000000e-01	1.129084e-05
2.941000000000000e-01	2.601326e-05
2.951000000000000e-01	2.601296e-05
2.951092000000001e-01	1.919245e-05
2.951276000000001e-01	1.096160e-05
2.951644000000002e-01	4.089937e-06
2.952000000000000e-01	1.306547e-07
2.960000000000000e-01	1.306547e-07
2.960347880000002e-01	2.368521e-07
2.961043640000006e-01	1.459040e-06
2.962435160000013e-01	4.749695e-05
2.965218200000027e-01	4.084841e-03
2.970000000000000e-01	1.140464e-02
2.978675551428522e-01	1.140460e-02
2.987351102857044e-01	1.140456e-02
2.996026654285566e-01	1.140451e-02
3.004702205714088e-01	1.140447e-02
3.013377757142610e-01	1.140443e-02
3.022053308571132e-01	1.140439e-02
3.030728859999653e-01	1.140435e-02
3.036339022856846e-01	1.140432e-02
3.041949185714038e-01	1.140430e-02
3.047559348571230e-01	1.140427e-02
3.053169511428423e-01	1.140424e-02
3.058779674285615e-01	1.140422e-02
3.064389837142807e-01	1.140419e-02
3.070000000000000e-01	1.140417e-02
3.070979596000485e-01	6.857546e-03
3.072938788001455e-01	2.425707e-03
3.076081615998060e-01	4.448607e-04
3.080000000000000e-01	0.000000e+00
3.160000000000001e-01	1.306547e-07
3.160097576133016e-01	4.043420e-07
3.160292728399046e-01	1.923414e-06
3.160609695467939e-01	1.165278e-05
3.160999999999999e-01	2.601400e-05
3.170999999999999e-01	2.601370e-05
